	Facility #	Facility Name	Facility Name Overflow	Facility Street	Owner Name 	Owner Name Overflow	Business Type	Original Issuance Date	Last Renewal Date	Expiration Date
8449	7097950	MUFFLER SHOP 2 THE  	                    	1334 FAIRPORT RD    	MARK S DEDOSZAK     	                    	RS 	08/16/2004	07/18/2018	07/31/2020
8450	7126515	MUFFLER SHOP THE    	                    	1334 FAIRPORT ROAD  	TRAIL TOWN SERVICES 	INC                 	RS 	12/27/2019		11/30/2021
8451	7126872	NORTH COAST SERVICE 	CENTER LLC          	1177 FRPRT RD STE200	KENNETH C MORGANTE  	                    	RS 	04/16/2020		03/31/2022
8452	7076593	NU LOOK COLLISION   	INC                 	1177 FAIRPORT RD    	JEFFREY P DIFULVIO  	                    	RSB	11/27/1996	08/15/2018	10/31/2020
8453	5280164	NYLES ENTERPRISES   	INC                 	352 MACEDON CTR RD  	NYLE E CRIPPEN      	                    	RS 	10/08/1980	09/22/2020	10/31/2022
8454	7103267	PERINTON AUTOMOTIVE 	CENTER INC          	20 JEFFERSON AVENUE 	JEFFREY D CLINE     	                    	RS 	01/19/2007	11/05/2018	12/31/2020
8455	7109722	ROCKYS AUTOMOTIVE   	SVC OF FAIRPORT LLC 	739 W WHITNEY ROAD  	JOHN CERAVOLO       	                    	RS 	02/04/2010	02/07/2020	01/31/2022
8456	7088991	RYTEK AUTOMOTIVE INC	                    	68 OCONNOR RD       	JAMES D RYCKMAN     	                    	RS 	01/04/2001	11/07/2018	12/31/2020
8457	7029082	VICTOR CORSO LLC    	                    	523 MACEDON CNTR RD 	VICTOR CORSO        	                    	RSB	07/21/1986	12/26/2018	01/31/2021
8458	7071060	WHITNEY IMPORTS&    	DOMESTIC INC        	541 WEST WHITNEY RD 	TONY BARBIERI       	                    	RS 	06/07/1995	05/01/2019	05/31/2021
8459	7097297	DUNN TIRE           	                    	1941 BUFFALO RD     	DUNN TIRE LCC       	                    	RS 	05/18/2004	04/29/2020	04/30/2022
8460	7116259	TRUSS AUTO SERVICE  	                    	841 BUFFALO ROAD    	CA V TRAN           	                    	RS 	07/03/2013		06/30/2015
8461	7107281	COLE MUFFLER        	                    	2310 WEST RIDGE ROAD	MAVIS TIRE NY LLC   	                    	RS 	11/26/2008	10/20/2020	10/31/2022
8462	7120050	DELTA SONIC CARWASH 	SYSTEMS INC         	990 WEST RIDGE ROAD 	RONALD E BENDERSON  	                    	RS 	09/29/2015	08/07/2019	08/31/2021
8463	7126084	GERBER COLLISION &  	GLASS               	1690 MANITOU ROAD   	CARUBBA COLLISION   	CORP                	RS 	09/05/2019		08/31/2021
8464	5280274	GOODYEAR AUTO       	SERVICE CENTER      	3925 DEWEY AV       	THE GOODYEAR TIRE & 	RUBBER CO           	RS 	10/07/1980	09/22/2020	10/31/2022
8465	7112063	GREASE LIGHTNING    	                    	3621 DEWEY AVENUE   	DAVID B THOMPSON    	                    	RS 	05/17/2011	04/22/2013	04/30/2015
8466	7124920	JAMES CARS OF GREECE	LLC                 	3800 W RIDGE ROAD   	JAMES M PROVENZANO  	                    	RS 	12/14/2018	10/14/2020	11/30/2022
8467	7124748	JAMES MITSUBISHI    	GREECE              	3800 WEST RIDGE ROAD	JAMES CARS OF GREECE	LLC                 	RS 	10/31/2018	08/19/2020	09/30/2022
8468	7115775	MR TIRE             	                    	4438 DEWEY AVENUE   	MONRO INC           	                    	RS 	04/12/2013	03/29/2019	03/31/2021
8469	7061553	PEP BOYS            	                    	1181 NO GREECE RD   	PEP BOYS MANNY MOE &	JACK OF DELAWARE INC	RS 	01/21/1993	03/11/2020	03/31/2022
8470	7118108	CHIPS AUTO LLC      	                    	1675 LAKE RD        	JEFFERY A WHITE     	                    	RS 	07/17/2014	04/24/2020	06/30/2022
8471	7059071	LARRYS AUTO SERVICE 	                    	1420 LAKE RD W FORK 	LARRY S ZUGEHOER    	                    	RS 	05/28/1992	05/01/2014	04/30/2016
8472	7122741	MPG AUTOMOTIVE SALES	AND SERVICE LLC     	1468 LAKE RD W FORK 	MATTHEW GRAMMATICO  	                    	RS 	08/24/2017		07/31/2019
8473	7116199	RADARS AUTOMOTIVE   	LLC                 	1468 LAKE RD W FORK 	PETER W RITCHIE     	                    	RS 	06/25/2013	05/16/2017	05/31/2019
8474	7099456	RIGGS AUTO          	                    	1419 LAKE RD        	DAVID R RIGGS       	                    	RS 	10/24/2006	02/08/2019	03/31/2021
8475	7036575	WAYE MOTORS INC     	                    	3011 ROOSEVELT HGWY 	TODD R WAYE         	                    	RS 	10/21/1986	08/19/2020	09/30/2022
8476	7119122	AUTO 911 INC        	                    	2860 E HENRIETTA RD 	GEORGE A STOTTS II  	                    	RS 	03/05/2015	01/31/2019	02/28/2021
8477	7106481	DELTA SONIC CARWASH 	SYSTEMS INC         	2970 W HENRIETTA RD 	RONALD E BENDERSON  	                    	RS 	07/16/2008	05/29/2020	06/30/2022
8478	7112480	FLOWER CITY CUSTOMS 	INC                 	1579 BRGHTN HNRTT TL	JAMES N GROSSI      	                    	RS 	07/20/2011	06/21/2013	06/30/2015
8479	7126098	GERBER COLLISION &  	GLASS               	840 LEHIGH STAT RD  	CARUBBA COLLISION   	CORP                	RSB	09/06/2019		08/31/2021
8480	5280847	MONROE TRACTOR &    	IMPLEMENT CO INC    	1001 LEHIGH STA RD  	JANET FELOSKY       	                    	RS 	10/22/1980	08/27/2020	10/31/2022
8481	7030811	PATRICK BUICK GMC   	                    	4700 W HENRIETTA RD 	PATRICK BUICK GMC   	INC                 	RS 	07/17/1985	05/29/2019	06/30/2021
8482	7059878	PEP BOYS            	                    	1571 MARKET PLACE DR	PEP BOYS MANNY MOE &	JACK OF DELAWARE INC	RS 	08/05/1992	03/13/2020	03/31/2022
8483	7049760	REGIONAL            	INTERNATIONAL CORP  	1007 LEHIGH STA RD  	JAMES D CARELLO     	                    	RS 	11/13/1989	10/18/2019	10/31/2021
8484	7110500	ROMAR TRUCK REPAIR& 	MECHANICAL SRVCS INC	305 COMMERCE DRIVE  	CHRISTOPHER J       	LIBERATORE          	RS 	06/22/2010	04/24/2020	05/31/2022
8485	7125953	TESLA MOTORS NEW    	YORK LLC            	3300 W HENRIETTA RD 	JONATHAN A CHANG    	                    	RS 	08/06/2019		07/31/2021
8486	7101647	TRACEY ROAD         	EQUIPMENT INC       	PBX848 300 MIDDLE RD	GERALD TRACEY       	                    	RS 	04/26/2006	03/06/2020	03/31/2022
8487	7103736	UTICA GENERAL TRUCK 	CO INC              	472 SUMMIT POINT DR 	MARK N DONNENWIRTH  	                    	RS 	03/27/2007	01/29/2019	02/28/2021
8488	7009188	BOB KAISERS REPAIR  	INC                 	1095 HMLN PRMA TW LN	ROBERT H KAISER     	                    	RS 	02/23/1983	01/18/2019	01/31/2021
8489	5281233	DALE ZARPENTINE     	TIRE INC            	1235 HILTON PARMA RD	CAROL A BEVINS      	                    	RS 	04/04/1980	01/21/2014	03/31/2016
8490	7102256	EAGLES WINGS AUTO   	SALES LLC           	650 WALKER RD       	DOUGLAS MORGANTE    	                    	RS 	07/18/2006	06/09/2020	06/30/2022
8491	7069910	GARNER AUTOMOTIVE   	                    	52 HENRY ST         	KENNETH ROBERT      	GARNER              	RS 	03/13/1995	02/17/2017	02/28/2019
8492	7117931	HEFKES AUTO AND     	MARINE              	212HMLN PRM TWNLN RD	CHRISTOPHER M HEFKE 	                    	RS 	08/11/2014	06/03/2016	07/31/2018
8493	7110192	HEINRICH COLLISION  	INC                 	60 GORTON AVENUE    	GEORGE R HEINRICH   	                    	RSB	04/22/2010	03/16/2020	03/31/2022
8494	7009658	HUSHARD ENTERPRISES 	                    	831 MANITOU RD      	JAMES N HUSHARD     	                    	RS 	02/28/1984	03/17/2020	02/28/2022
8495	5281179	K&M COLLISION       	                    	1296 ROOSEVELT HWY  	KERRY E PFEFFER     	                    	RSB	04/01/1981	04/13/2015	04/30/2017
8496	7120054	MARTYS AUTOBODY     	REPAIR              	1235 HILTON PARMA RD	MARTIN J FETZNER    	                    	RSB	09/30/2015	08/30/2019	08/31/2021
8497	7117535	MCNERLINS AUTO      	REPAIR              	338 NORTH GREECE RD 	STEPHEN P MCNERLIN  	                    	RS 	03/26/2014	05/04/2020	02/28/2022
8498	5281177	MICO TRANSMISSIONS  	INC                 	PB608 1220 HLT PM CR	MIGIRDIC COLAKOGLU  	                    	RS 	04/10/1981	04/02/2019	04/30/2021
8499	7100648	MIKES AUTOMOTIVE    	                    	650 B LAKE AVE      	LICCIONE AUTOMOTIVE 	INC                 	RS 	11/02/2005	08/09/2019	10/31/2021
8500	7105425	PRR AUTOMOTIVE      	                    	710 MANITOU ROAD    	RAPESHOVSKI CORP    	                    	RS 	01/25/2008	11/07/2019	12/31/2021
8501	5280935	SUPER SEAL          	RUSTPROOFING        	1396 WLKR LK ONTARIO	HARRY FREITAS       	                    	RS 	09/30/1980	10/29/2014	10/31/2016
8502	7060655	WALKER AUTO REPAIR  	                    	1480 WLKR LK ONTR RD	JAMES E SCHAEFFER   	                    	RS 	10/06/1992	09/11/2020	09/30/2022
8503	7076173	ZS AUTOMOTIVE       	                    	13 MAIN ST          	DAVID C ZAJONCZKOSKI	                    	RS 	10/18/1996	08/11/2020	09/30/2022
8504	5280338	JIMMYS GARAGE INC   	                    	24 NORTON ST        	DANA S DRISCOLL     	                    	RS 	10/10/1980	08/29/2018	10/31/2020
8505	7102418	JOE SACHELIS PERFECT	FINISH              	880 HONOY FLS 5PT RD	JOSEPH J SACHELI JR 	                    	RS 	11/02/2006	10/29/2020	10/31/2022
8506	7073039	SHAMROCK TOWING &   	SERVICE CENTER INC  	7080 RUSH LIMA RD   	WILLIAM A MCINTEE   	                    	RS 	12/19/1995	10/08/2019	11/30/2021
8507	7053671	TOWN LINE GARAGE    	                    	105 WEST MAIN STREET	VOYAGER OF ROCHESTER	INC                 	RS 	01/08/1991	12/11/2018	12/31/2020
8508	7051193	CRANES AUTOMOTIVE   	SERVICES INC        	332 W MAIN ST       	EDWARD M TONDRYK    	                    	RS 	04/18/1990	03/04/2020	03/31/2022
8509	7004583	MOLYE CHEVROLET INC 	                    	115 WEST MAIN STREET	VITO ARBORE         	                    	RS 	04/13/1982	02/14/2020	03/31/2022
8510	7107283	COLE MUFFLER        	                    	1490 EAST RIDGE ROAD	MAVIS TIRE NY LLC   	                    	RS 	11/26/2008	10/20/2020	10/31/2022
8511	7120273	MR TIRE             	                    	1480 EAST RIDGE ROAD	MONRO INC           	                    	RS 	11/25/2015	09/27/2019	10/31/2021
8512	7046865	AUTO WORKS OF MENDON	LTD                 	26 MILL RD          	STACEY B BOLGER     	                    	RS 	03/08/1989	02/15/2019	02/28/2021
8513	7073524	MENDON COLLISION LLC	                    	1360 PITSFRD MNDN RD	VICTOR C THAYER     	                    	RSB	02/26/1996	12/18/2019	01/31/2022
8514	7084191	NORDIC AIR          	                    	106 CHRISTINA DR    	KEITH J VOGLER      	                    	RS 	05/12/1999	04/09/2019	04/30/2021
8515	7035702	DONNELLY AUTOMOTIVE 	                    	4411 BUFFALO RD     	MICHAEL F DONNELLY  	                    	RS 	07/28/1986	07/20/2020	06/30/2022
8516	7033519	M&J MOBIL REP SVC   	                    	3452 UNION ST       	MARK R BUSHMAN      	                    	RS 	02/26/1986	01/13/2020	01/31/2022
8517	7052288	PLEASANT VIEW GLASS 	INC                 	4298 UNION STREET   	KEVIN A SANDS       	                    	RS 	07/27/1990	06/03/2020	06/30/2022
8518	7025631	PREFFERED AUTOMOTIVE	                    	3610 UNION ST       	JAMES E BROWN       	                    	RS 	12/05/1984	10/23/2020	11/30/2022
8519	7109536	R HOWELLS AUTO      	SERVICE LLC         	4210 BUFFALO ROAD   	ROBERT D HOWELL     	                    	RS 	12/30/2009	12/16/2019	11/30/2021
8520	7082600	GEIGER AUTOMOTIVE   	                    	330 N GREECE RD B139	FREDERICK G GEIGER  	                    	RS 	09/10/1998	07/14/2020	08/31/2022
8521	7118746	FRANCOS AUTO SERVICE	                    	153 LAKE ROAD       	RICHARD N FRANCO    	                    	RS 	01/08/2018	01/10/2020	12/31/2021
8522	7119318	CARRIAGE HOUSE      	PERFORMANCE         	2035 HARRIS ROAD    	CORY T MCELHINNEY   	                    	RS 	04/16/2015	02/28/2019	03/31/2021
8523	7106373	DELTA SONIC CARWASH 	SYSTEMS INC         	1841 EMPIRE BLVD    	RONALD E BENDERSON  	                    	RS 	06/23/2008	05/12/2020	05/31/2022
8524	7037557	DON SCOTT AUTO MART 	                    	3290 ATLANTIC AV    	DONALD C SCOTT      	                    	RS 	01/29/1987	12/17/2014	12/31/2016
8525	7106545	DUFFYS PENFIELD     	AUTOMOTIVE INC      	1847 PENFIELD ROAD  	EDWARD A DUFFY      	                    	RS 	07/16/2008	06/09/2020	06/30/2022
8526	7049017	MONRO AUTO SERVICE  	AND TIRE CENTERS    	2055 NINE MILE PT RD	MONRO INC           	                    	RS 	09/13/1989	08/16/2019	08/31/2021
8527	7047265	PEN FAIR SERVICE INC	                    	1821 PENFIELD ROAD  	CHRIS HOLZSCHULT    	                    	RS 	03/28/1989	02/01/2019	02/28/2021
8528	7120236	PENFIELD SERVICE    	CENTER              	3290 ATLANTIC AVENUE	3290 ATLANTIC AVENUE	LLC                 	RS 	11/16/2015	10/16/2017	10/31/2019
8529	7095209	VALVOLINE INSTANT   	OIL CHANGE          	2065 FAIRPT 9 ML RD 	VALVOLINE LLC       	                    	RS 	07/10/2003	04/26/2019	06/30/2021
8530	7115770	MR TIRE             	                    	755 PANORAMA TRAIL  	MONRO INC           	                    	RS 	04/12/2013	03/29/2019	03/31/2021
8531	7061131	PITTSFORD AUTOMOTIVE	SERVICE CENTER INC  	58 MONROE AV        	ANTHONY J BARRESE   	                    	RS 	11/23/1992	09/22/2020	10/31/2022
8532	7057076	SUTHERLAND SERVICE  	CENTER LTD          	3830 MONROE AVE     	TRACY M STENGLEIN   	                    	RS 	11/20/1991	08/20/2019	10/31/2021
8533	7022360	SUTHERLAND SERVICE  	CENTER LTD          	9 MONROE AVE        	PAUL D HARRIS       	                    	RS 	08/17/1983	07/05/2019	07/31/2021
8534	7074649	COLLINS EQUIPMENT   	REPAIR              	821 BROMLEY RD      	ROBERT J COLLINS    	                    	RS 	05/22/1996	04/02/2020	04/30/2022
8535	7115487	KALPINS AUTO CARE   	LLC                 	1580 EMERSON ST     	LEAH KALPIN         	                    	RS 	02/11/2013	12/31/2018	01/31/2021
8536	5280074	51 HOWARD ROAD INC  	                    	51 HOWARD RD        	ANATOL N SOBOLEW    	                    	RS 	09/26/1981	09/22/2020	10/31/2022
8537	7125769	A1 AUTO MECHANIC    	SHOP                	1053 CLIFFORD AVE   	ALDA ASEFA          	                    	RS 	06/19/2019		05/31/2021
8538	7116223	A5 AUTOMOTIVE       	                    	285 DEWEY AVENUE    	JAMES SABADO        	                    	RS 	06/27/2013	05/29/2019	05/31/2021
8539	7038937	A&A COLLISION       	                    	30 JAY ST           	ANTHONY A ACCORSO   	                    	RSB	04/28/1989	04/02/2019	04/30/2021
8540	7124407	AAMCO TRANSMISSIONS 	                    	398 W COMMERCIAL ST 	JRSV LLC            	                    	RS 	08/20/2018	07/20/2020	07/31/2022
8541	7123571	AAMCO TRANSMISSIONS 	                    	1521 MT READ BLVD   	JRSV LLC            	                    	RS 	02/06/2018		01/31/2020
8542	7098122	AAMCO TRANSMISSIONS 	                    	1521 MT READ BLVD   	RENOVIC INC         	                    	RS 	09/09/2004	09/01/2016	08/31/2018
8543	7124406	AAMCO TRANSMISSIONS 	                    	1521 MT READ BLVD   	JRSV LLC            	                    	RS 	08/20/2018	07/14/2020	07/31/2022
8544	7094559	ABEL GENERAL AUTO   	SERVICE             	768 N GOODMAN ST R  	ABEL TESHOME        	                    	RS 	04/08/2003	03/01/2019	03/31/2021
8545	7006731	ACTION AUTO PARTS   	                    	7 BOLDING DR        	STEVRDON CORP       	                    	RS 	08/16/1982	06/12/2020	07/31/2022
8546	7098701	ACTION TOWING&      	SERVICE             	275 MARKETPLACE DR  	ACTION GROUP OF     	ROCHESTER LLC THE   	RS 	12/09/2004	11/29/2018	11/30/2020
8547	7113263	ACURA OF ROCHESTER  	                    	3883 W HENRIETTA RD 	GARBER A INC        	                    	RS 	11/23/2011	09/16/2019	10/31/2021
8548	5280790	AC USED CARS        	                    	625 WEST AV         	CERVINI CAR WASH INC	                    	RS 	10/08/1980	09/18/2020	10/31/2022
8549	7095417	ADVENT AUTOMOTIVE   	INC                 	451-457 W RIDGE ROAD	JOSEPH BEVACQUA     	                    	RS 	08/07/2003	06/06/2019	07/31/2021
8550	7097473	ADVENT AUTOMOTIVE   	INC                 	400 AVIS STREET     	MICHAEL CALLARAMA   	                    	RS 	06/10/2004	04/24/2020	05/31/2022
8551	7002297	AGOR ENTERPRISES INC	                    	951 PANORAMA TRAIL S	WARREN AGOR         	                    	RS 	11/09/1981	11/15/2019	10/31/2021
8552	7122573	AGR AUTOMOTIVE LLC  	                    	382 WHSPRNG PNS CIR 	NICHOLAS ELIAS      	                    	RS 	08/03/2017	07/03/2019	07/31/2021
8553	5280899	AIRPORT TRANSMISSION	                    	690 WEST RIDGE RD   	J&J TIRE SALES INC  	                    	RS 	10/08/1980	10/29/2018	10/31/2020
8554	7127434	AIRPORT TRANSMISSION	                    	690 WEST RIDGE RD   	CMB AUTO LLC        	                    	RS 	10/08/2020		09/30/2022
8555	7115836	AKM LEASING AND     	RENTAL MGT          	1630 CLIFFORD AVENUE	AKM CONSTRUCTION &  	PAVING INC          	RS 	04/29/2013	03/28/2019	03/31/2021
8556	7026681	ALICIA MOTORS       	                    	494 LAKE AVENUE     	JOSEPH OLIVERI      	                    	RS 	01/07/1986	05/31/2013	06/30/2015
8557	7064055	ALLIANCE COLLISION  	INC                 	532 NORTH ST        	DANIEL P TANTALO    	                    	RS 	09/02/1993	08/01/2019	08/31/2021
8558	7121996	ALLIED SPRING AND   	SUSPENSION          	428 ADIRONDACK ST   	PC HOLDINGS 5 INC   	                    	RS 	02/07/2017	12/12/2018	01/31/2021
8559	7108041	ALL STAR MOTOR      	SPORTS              	484 LYELL AVE       	TANESHA L JAMES     	                    	RS 	11/26/2010	02/04/2019	02/28/2021
8560	7125796	ALMAKLANI AUTO      	REPAIR              	361 LYELL AVE A1    	WATHEK ALMAKLANI    	                    	RS 	06/25/2019		05/31/2021
8561	7069031	AMERICAN FLEET      	MAINTENANCE INC     	275 INTERNATIONAL BL	DAVID G CONNORS     	                    	RS 	12/01/1994	09/30/2020	11/30/2022
8562	7123663	AMMCO TRANSMISSIONS 	                    	398 W COMMERICAL ST 	JRSV LLC            	                    	RS 	03/05/2018		02/28/2020
8563	5281300	ANDREAS AUTO REPAIR 	SHOP INC            	1720 LAKE AV        	ANDREA MERCONE      	                    	RS 	02/20/1981	12/12/2018	01/31/2021
8564	7092446	ANDYS AUTOMOTIVE    	ENHANCEMENTS        	22 YORK ST          	FRANCIS A WINTERKORN	                    	RSB	05/07/2002	05/06/2020	04/30/2022
8565	7107685	ANTHONY J PECORA    	                    	371 BAY STREET      	ANTHONY J PECORA    	                    	RS 	02/02/2009	12/06/2018	01/31/2021
8566	7111502	ANTHONYS SUNOCO INC 	                    	1301 RIDGE ROAD EAST	ANTHONY F LISUZZO   	                    	RS 	12/27/2010	11/21/2018	11/30/2020
8567	7100646	ANTHONYS SUNOCO INC 	                    	1931 LYELL AVENUE   	ANTHONY F LISUZZO   	                    	RS 	11/02/2005	09/30/2019	10/31/2021
8568	7110214	APPLE TRANSPORTATION	INC                 	375 CLAY ROAD       	ERMINIO DISALVO     	                    	RS 	04/27/2010	03/10/2020	03/31/2022
8569	7108649	ARIENOS COLLISION   	INC                 	1096 W RIDGE RD ST A	NICHOLAS J ARIENO   	                    	RSB	07/15/2009	06/03/2015	06/30/2017
8570	7112951	ARMOUR AUTOMOTIVE   	LLC                 	259 LEE ROAD STE 1  	ANTHONY R MARSEGLIA 	                    	RS 	10/06/2011	07/30/2019	09/30/2021
8571	7124301	ARROYO AUTO SALES   	                    	730 PORTLAND AVE    	GLENDALY ARROYO     	                    	RS 	08/06/2018	07/22/2020	07/31/2022
